,Timestamp,Kategori Anda,Kategori Umur Anda,CaRek Pilihan,Alasan Memilih CaRek,Harapan Anda
987,9/3/2019 13:35:44,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,Semoga tendik ITB semakin sejahtera sistem remunerasinya semakin meningkat
988,9/3/2019 13:35:56,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
989,9/3/2019 13:36:17,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,ITB semakin berkembang
990,9/3/2019 13:36:37,Dosen,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
991,9/3/2019 13:37:12,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
992,9/3/2019 13:37:42,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
993,9/3/2019 13:38:13,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
994,9/3/2019 13:38:28,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,
995,9/3/2019 13:38:39,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
996,9/3/2019 13:39:09,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,"lulus ITB, amiiin ..."
999,9/3/2019 13:41:06,Pegawai / Tendik,< 25 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1001,9/3/2019 13:42:48,Pegawai / Tendik,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1002,9/3/2019 13:43:17,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1004,9/3/2019 13:43:33,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1005,9/3/2019 13:43:41,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1006,9/3/2019 13:44:42,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1007,9/3/2019 13:45:41,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1008,9/3/2019 13:45:41,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,Remunerasi Tendik semakin tinggi agar sejahtera minimal punya rumah sendiri
1010,9/3/2019 13:47:48,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1012,9/3/2019 13:51:46,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1013,9/3/2019 13:52:07,Dosen,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1014,9/3/2019 13:52:37,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1015,9/3/2019 13:52:55,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1016,9/3/2019 13:53:15,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1017,9/3/2019 13:53:28,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1018,9/3/2019 13:53:36,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1019,9/3/2019 13:53:55,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1020,9/3/2019 13:54:06,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1021,9/3/2019 13:54:18,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1022,9/3/2019 13:54:37,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1023,9/3/2019 13:54:57,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1025,9/3/2019 13:55:19,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1026,9/3/2019 13:55:22,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1027,9/3/2019 13:55:38,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1029,9/3/2019 13:56:09,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1030,9/3/2019 13:57:46,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1031,9/3/2019 13:58:12,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1032,9/3/2019 13:58:19,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1034,9/3/2019 13:59:25,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1035,9/3/2019 13:59:50,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1038,9/3/2019 14:00:23,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,bisa lebih mensejahterakan tendik
1039,9/3/2019 14:01:45,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,lebih memperhatikan masa depan tendik
1040,9/3/2019 14:04:23,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1041,9/3/2019 14:04:46,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1042,9/3/2019 14:05:10,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,Mudah2 an Tendik ITB sejahtera dengan meningkatkan remunerasinya
1043,9/3/2019 14:05:12,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1044,9/3/2019 14:05:34,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1045,9/3/2019 14:05:56,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1046,9/3/2019 14:06:38,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1047,9/3/2019 14:06:56,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1048,9/3/2019 14:07:13,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1049,9/3/2019 14:07:39,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1050,9/3/2019 14:07:59,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1064,9/3/2019 14:34:39,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1065,9/3/2019 14:35:08,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1066,9/3/2019 14:35:26,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1068,9/3/2019 14:35:44,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1070,9/3/2019 14:36:04,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1071,9/3/2019 14:36:23,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1072,9/3/2019 14:36:42,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1073,9/3/2019 14:37:04,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1074,9/3/2019 14:37:21,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1075,9/3/2019 14:37:42,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1077,9/3/2019 14:39:13,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1078,9/3/2019 14:39:34,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1079,9/3/2019 14:39:52,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1080,9/3/2019 14:40:10,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1081,9/3/2019 14:40:12,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1083,9/3/2019 14:40:27,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1084,9/3/2019 14:40:45,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1085,9/3/2019 14:41:01,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1086,9/3/2019 14:41:18,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1087,9/3/2019 14:41:35,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1088,9/3/2019 14:41:51,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1089,9/3/2019 14:42:06,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1091,9/3/2019 14:43:17,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Tipe yg futuristik dan outside-the-box yg bisa menangkap peluang masa depan,
1093,9/3/2019 14:43:54,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1094,9/3/2019 14:44:18,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1096,9/3/2019 14:44:45,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1097,9/3/2019 14:45:26,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),"Emansipasi, kesetaraan dan kebhinekaan",
1099,9/3/2019 14:45:58,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1101,9/3/2019 14:46:40,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1103,9/3/2019 14:47:09,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1104,9/3/2019 14:47:37,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1105,9/3/2019 14:48:11,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1108,9/3/2019 14:53:29,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1109,9/3/2019 14:53:49,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1110,9/3/2019 14:54:32,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1111,9/3/2019 14:55:01,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1112,9/3/2019 14:54:40,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1113,9/3/2019 14:55:20,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1114,9/3/2019 14:55:22,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1115,9/3/2019 14:55:38,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1116,9/3/2019 14:55:55,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1117,9/3/2019 14:56:04,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1118,9/3/2019 14:56:11,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1120,9/3/2019 14:56:29,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1121,9/3/2019 14:56:43,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1123,9/3/2019 14:56:56,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1124,9/3/2019 14:56:59,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1125,9/3/2019 14:57:14,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1126,9/3/2019 14:57:31,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1128,9/3/2019 15:04:20,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1129,9/3/2019 15:05:57,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1130,9/3/2019 15:06:29,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1131,9/3/2019 15:06:45,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1132,9/3/2019 15:07:17,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1135,9/3/2019 15:09:02,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1138,9/3/2019 15:12:28,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1139,9/3/2019 15:12:35,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1140,9/3/2019 15:13:09,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1141,9/3/2019 15:13:21,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1142,9/3/2019 15:13:56,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1143,9/3/2019 15:14:47,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1144,9/3/2019 15:14:59,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1146,9/3/2019 15:15:19,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1148,9/3/2019 15:20:33,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1149,9/3/2019 15:21:03,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Muda dan berenergi,
1156,9/3/2019 15:26:17,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1157,9/3/2019 15:27:02,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1162,9/3/2019 15:34:26,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1166,9/3/2019 15:54:44,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,
1168,9/3/2019 15:55:40,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1171,9/3/2019 15:59:58,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1174,9/3/2019 16:06:43,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1190,9/3/2019 16:42:14,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1225,9/3/2019 17:34:39,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1226,9/3/2019 17:35:06,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1227,9/3/2019 17:35:31,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1228,9/3/2019 17:36:01,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1229,9/3/2019 17:36:28,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1230,9/3/2019 17:37:01,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1254,9/3/2019 18:17:18,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,Semoga beliau bs menjadi rektor kembali dan melanjutkan visi dan misi yg blm terlaksana di tahun sebelumnya.
1288,9/3/2019 18:43:47,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1290,9/3/2019 18:44:15,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1291,9/3/2019 18:44:38,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1292,9/3/2019 18:45:12,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1293,9/3/2019 18:45:29,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1294,9/3/2019 18:45:51,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1295,9/3/2019 18:46:08,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1296,9/3/2019 18:46:25,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1297,9/3/2019 18:46:41,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1335,9/3/2019 20:05:16,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1336,9/3/2019 20:05:42,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1337,9/3/2019 20:06:01,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1340,9/3/2019 20:10:03,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1342,9/3/2019 20:19:29,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1343,9/3/2019 20:19:57,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1344,9/3/2019 20:20:17,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1345,9/3/2019 20:20:40,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1346,9/3/2019 20:21:05,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,
1356,9/3/2019 20:53:17,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1362,9/3/2019 21:28:03,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Pengalaman ybs,ITB dibuat semakin modern dan meningkat
1368,9/3/2019 21:57:40,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1369,9/3/2019 21:58:17,Mahasiswa,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1370,9/3/2019 21:58:37,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1371,9/3/2019 21:59:07,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1372,9/3/2019 21:59:29,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1373,9/3/2019 21:59:47,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1374,9/3/2019 22:00:09,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1375,9/3/2019 22:00:29,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1376,9/3/2019 22:00:47,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1425,9/4/2019 4:28:51,Dosen,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1426,9/4/2019 4:29:16,Pegawai / Tendik,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1427,9/4/2019 4:29:48,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1428,9/4/2019 4:30:20,Alumni,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1429,9/4/2019 4:30:40,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1450,9/4/2019 7:40:37,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1451,9/4/2019 7:40:57,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,
1452,9/4/2019 7:41:16,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk memajukan riset dan industri RI,
1453,9/4/2019 7:41:48,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,ITB WCU
1454,9/4/2019 7:42:16,Umum,< 25 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,lulus ITB 2020
1456,9/4/2019 7:53:02,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,Semoga beliau yang terpilih tetap mempertahankan reputasi ITB dan menaikkan kesejahteraan dosen dan pegawai. Aamiin 
1461,9/4/2019 8:29:07,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,"semoga bisa membawa kesejahteraan untuk pegawai/tendik, sehingga tendik lebih termotivasi untuk bekerja lebih semangat.."
1506,9/4/2019 10:59:30,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1511,9/4/2019 11:33:16,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Akhlak dan budi pekerti,ITB bisa menjadi lebih baik lagi dari segala bidang pendidikan
1513,9/4/2019 12:55:41,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,Itb bisa jadi alat untuk kemajuan bangsa indonesia
1514,9/4/2019 13:00:18,Dosen,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1515,9/4/2019 13:00:37,Dosen,> 40 th,Kadarsah Suryadi (FTI-TI),Kecerdasan dan keberanian utk kemajuan ITB,
1516,9/4/2019 13:00:56,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1517,9/4/2019 13:01:14,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Program ybs utk peningkatan income dan kesejahteraan dosen / pegawai,
1518,9/4/2019 13:01:37,Mahasiswa,< 25 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1519,9/4/2019 13:01:55,Mahasiswa,> 40 th,Kadarsah Suryadi (FTI-TI),Sesuai dengan kriteria kekinian (Rektor 4.0),
1520,9/4/2019 13:02:13,Alumni,25 - 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1521,9/4/2019 13:02:32,Alumni,> 40 th,Kadarsah Suryadi (FTI-TI),Kapabilitas ybs utk meningkatkan ranking ITB,
1522,9/4/2019 13:02:54,Umum,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1523,9/4/2019 13:03:14,Umum,> 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,
1532,9/4/2019 14:08:29,Pegawai / Tendik,> 40 th,Kadarsah Suryadi (FTI-TI),Karakter kepemimpinan dan leadership,"Semoga menjadi Rektor yang tetap bersahaja, yang memperhatikan semua kalangan, bukan hanya dosen atau mahasiswa, juga pegawai sampai tingkat yang paling bawah."
1536,9/4/2019 14:14:51,Pegawai / Tendik,25 - 40 th,Kadarsah Suryadi (FTI-TI),Keberhasilan dan prestasi,"Semoga jika beliau terpilih kembali, dapat mengemban tanggung jawab yang lebih baik dan selalu lebih memperhatikan seluruh pegawai nya."
